Review text,Ratings,sentiment,clean_review
superREAD MORE,5,1,superread
very nice thnks for flipkartREAD MORE,4,1,nice thnks flipkartread
delivery done in time.READ MORE,5,1,delivery done timeread
Best value for price...... Better than any shutttleREAD MORE,5,1,best value price better shutttleread
Very niceREAD MORE,5,1,niceread
cheapest when compared to the market priceREAD MORE,5,1,cheapest compared market priceread
Packing is very bad.READ MORE,4,1,packing badread
Good.READ MORE,5,1,goodread
nice shuttleREAD MORE,5,1,nice shuttleread
NiceREAD MORE,4,1,niceread
Good product....READ MORE,4,1,good productread
GoodREAD MORE,5,1,goodread
Satisfied with the productREAD MORE,5,1,satisfied productread
this is good shuttle but i found mavis 2000 more durable...READ MORE,4,1,good shuttle found mavis durableread
The box of shuttle was dented. seems like the delivery boy has kept lots of items on it and the box shape was distorted. shuttles are fine.READ MORE,3,0,box shuttle dented seems like delivery boy kept lot item box shape distorted shuttle fineread
best qualityREAD MORE,5,1,best qualityread
goodREAD MORE,1,0,goodread
excellentREAD MORE,5,1,excellentread
nice...READ MORE,3,0,niceread
Nceee one and useful for Intermediate ppl'sREAD MORE,4,1,nceee one useful intermediate pplsread
"competitive price, fast deliveryREAD MORE",5,1,competitive price fast deliveryread
good shuttleREAD MORE,4,1,good shuttleread
excellentREAD MORE,5,1,excellentread
Best Shuttle Ever For Basminton...READ MORE,5,1,best shuttle ever basmintonread
"4 used, 2good, 1ok, 1 Cork got deformed in just 1game.READ MORE",4,1,used good ok cork got deformed gameread
goodREAD MORE,4,1,goodread
superb quality ....i satisfied thanks to flip kart..READ MORE,5,1,superb quality satisfied thanks flip kartread
Wonderful shuttlesREAD MORE,5,1,wonderful shuttlesread
tnx to teamREAD MORE,4,1,tnx teamread
okREAD MORE,5,1,okread
Good quality...New stockREAD MORE,5,1,good qualitynew stockread
online purchased yonex Mavis 350 is not Good quality.... don't purchase ...READ MORE,1,0,online purchased yonex mavis good quality dont purchase read
nice qualotyREAD MORE,1,0,nice qualotyread
Authentic product... new stock... great price ... bought at 610 ...READ MORE,5,1,authentic product new stock great price bought read
NiceREAD MORE,5,1,niceread
Item is good..but ekart service is very very bad..READ MORE,1,0,item goodbut ekart service badread
Poor quality materialREAD MORE,1,0,poor quality materialread
Excellant iobREAD MORE,5,1,excellant iobread
Packing was pathetic. Completely damaged..box was broken... Slightly damaged cork.. Never expected this from flipkartREAD MORE,3,0,packing pathetic completely damagedbox broken slightly damaged cork never expected flipkartread
Don't know why I am even writing a review. Everyone probably knows 350 is the best.READ MORE,5,1,dont know even writing review everyone probably know bestread
Good productREAD MORE,5,1,good productread
"replacement came bit late, perfect shuttle with perfect priceREAD MORE",5,1,replacement came bit late perfect shuttle perfect priceread
Prompt Delivery and Product is as expected.READ MORE,5,1,prompt delivery product expectedread
Excellent for Badminton court.. And especially  beginnersREAD MORE,5,1,excellent badminton court especially beginnersread
good productREAD MORE,5,1,good productread
goodREAD MORE,5,1,goodread
superb niceREAD MORE,5,1,superb niceread
niceREAD MORE,3,0,niceread
"delivery is too bad .,,...but product is goodREAD MORE",4,1,delivery bad product goodread
niceREAD MORE,5,1,niceread
goodREAD MORE,5,1,goodread
originalREAD MORE,5,1,originalread
low qualityREAD MORE,1,0,low qualityread
greatREAD MORE,4,1,greatread
The shuttles look genuine but are suuuperrrrr slow. Can't play with them. Really disappointed.READ MORE,1,0,shuttle look genuine suuuperrrrr slow cant play really disappointedread
Very bad quality shuttle.....and very very pathetic packing....READ MORE,5,1,bad quality shuttleand pathetic packingread
Delivery was super.Product is goodREAD MORE,5,1,delivery superproduct goodread
AmazingREAD MORE,5,1,amazingread
one or tow damageREAD MORE,3,0,one tow damageread
thanksREAD MORE,4,1,thanksread
Best buy. Good quality Shuttle. No cons.READ MORE,5,1,best buy good quality shuttle consread
very bad qualityREAD MORE,1,0,bad qualityread
Good quality..READ MORE,5,1,good qualityread
very much delayed delivery. product is genuine.READ MORE,5,1,much delayed delivery product genuineread
nice shuttleREAD MORE,5,1,nice shuttleread
PerfectREAD MORE,5,1,perfectread
All shuttles were in good condition.READ MORE,5,1,shuttle good conditionread
GoodREAD MORE,3,0,goodread
nice product and speedy deliveryREAD MORE,5,1,nice product speedy deliveryread
niceREAD MORE,5,1,niceread
The box had got crushed in the cardboard box. Please don't pack in thin cardboard boxes. Instead pack it in plastic covers along with the bubble sheet wrapped around the box. This way the shuttles won't get damaged. Slightly out of shape......the shuttlles will not perform at all... So next time I order shuttles I expect a proper delivery without damage or else I will return.READ MORE,1,0,box got crushed cardboard box please dont pack thin cardboard box instead pack plastic cover along bubble sheet wrapped around box way shuttle wont get damaged slightly shapethe shuttlles perform next time order shuttle expect proper delivery without damage else returnread
"Out of 6 shuttle , 4 of them were good,  2 of them were bad.READ MORE",3,0,shuttle good badread
Nice productsREAD MORE,5,1,nice productsread
good qualityREAD MORE,5,1,good qualityread
Nice product by FlipkartREAD MORE,5,1,nice product flipkartread
not goodREAD MORE,1,0,goodread
it's original. You can check it on Yonex website. and it is definitely at lower price than nearby shopsREAD MORE,5,1,original check yonex website definitely lower price nearby shopsread
superb product and delivered before expected dateREAD MORE,5,1,superb product delivered expected dateread
I am a regular user of this product. I am happy that i bought it on deal.READ MORE,5,1,regular user product happy bought dealread
"Very good, slow shuttle speed like pro shuttles. Balanced , durable.Go for it.READ MORE",4,1,good slow shuttle speed like pro shuttle balanced durablego itread
Very goodREAD MORE,4,1,goodread
Quality is good.READ MORE,5,1,quality goodread
bad qualityREAD MORE,1,0,bad qualityread
it's genuine . correct flight for outdoor conditionREAD MORE,5,1,genuine correct flight outdoor conditionread
nice shuttleREAD MORE,5,1,nice shuttleread
awesome productREAD MORE,5,1,awesome productread
Good productREAD MORE,5,1,good productread
Genuine productREAD MORE,5,1,genuine productread
Quality is not good enoughREAD MORE,1,0,quality good enoughread
Best shuttle out there for every talent group.READ MORE,5,1,best shuttle every talent groupread
I always preffered Mavis 350 Slow for My indoor Court. Best one 👌👌READ MORE,5,1,always preffered mavis slow indoor court best one read
goodREAD MORE,5,1,goodread
As expected nice quality and quantity.READ MORE,5,1,expected nice quality quantityread
useable...goodREAD MORE,4,1,useablegoodread
Product is in good condition and received on timely also the behaviour of the sales is very politeREAD MORE,5,1,product good condition received timely also behaviour sale politeread
Good and fast shuttle..lasts longREAD MORE,4,1,good fast shuttlelasts longread
GoodREAD MORE,5,1,goodread
nice shuttles.... although it gets bit fast after few shotsREAD MORE,4,1,nice shuttle although get bit fast shotsread
On-time deliveryREAD MORE,5,1,ontime deliveryread
"nice,READ MORE",5,1,niceread
For daily practice the best shuttle you can have. Very SatisfiedREAD MORE,5,1,daily practice best shuttle satisfiedread
Very nice shuttles compared to other shuttles it's very goodREAD MORE,5,1,nice shuttle compared shuttle goodread
great price 609 and good qualityREAD MORE,5,1,great price good qualityread
good ... just used one but it lasted long... as little experienced find the slowing down of cork little awkwardREAD MORE,4,1,good used one lasted long little experienced find slowing cork little awkwardread
flirty quality corckREAD MORE,1,0,flirty quality corckread
very worst quality after playing 2 to 3 games cork HOVERINGREAD MORE,1,0,worst quality playing game cork hoveringread
"product is good, but worst customer service took them 2 weeks to deliver itREAD MORE",2,0,product good worst customer service took week deliver itread
counterfeit productREAD MORE,1,0,counterfeit productread
poor qualityREAD MORE,1,0,poor qualityread
"Long lasting,nice one,good smashe,good qualityREAD MORE",5,1,long lastingnice onegood smashegood qualityread
Long durable  superb ShuttleREAD MORE,5,1,long durable superb shuttleread
Not badREAD MORE,4,1,badread
Slow is betterREAD MORE,5,1,slow betterread
quality is not goodREAD MORE,3,0,quality goodread
the shuttle box was tampered and shuttled tooREAD MORE,2,0,shuttle box tampered shuttled tooread
I am be happyREAD MORE,5,1,happyread
oldREAD MORE,1,0,oldread
"Worth to buy, lasting for two days for two hours of play.READ MORE",5,1,worth buy lasting two day two hour playread
good value for moneyREAD MORE,5,1,good value moneyread
Good product... long lastingREAD MORE,5,1,good product long lastingread
Good.. Nice quality and useful priceREAD MORE,5,1,good nice quality useful priceread
Super Excellent product at best price.... It also original verified....READ MORE,5,1,super excellent product best price also original verifiedread
available cheaper in local sports ShopREAD MORE,5,1,available cheaper local sport shopread
superREAD MORE,5,1,superread
niceREAD MORE,5,1,niceread
nice productREAD MORE,5,1,nice productread
it's worth of moneyREAD MORE,5,1,worth moneyread
very goodREAD MORE,5,1,goodread
goodREAD MORE,2,0,goodread
"The product is awesome, got the delivery in 2 days.READ MORE",5,1,product awesome got delivery daysread
good cualityREAD MORE,5,1,good cualityread
GoodREAD MORE,5,1,goodread
yonex 350 upto markREAD MORE,5,1,yonex upto markread
The best shuttleREAD MORE,5,1,best shuttleread
Excellent productREAD MORE,5,1,excellent productread
Quality is not so goodREAD MORE,3,0,quality goodread
goodREAD MORE,3,0,goodread
Good proddectREAD MORE,5,1,good proddectread
really nice.....very durable and nice quality al well... perfect for practicing professional and for regular use tooREAD MORE,5,1,really nicevery durable nice quality al well perfect practicing professional regular use tooread
goodREAD MORE,3,0,goodread
GooodREAD MORE,5,1,gooodread
amazingREAD MORE,5,1,amazingread
not badREAD MORE,4,1,badread
Quality of product is very poor. Green cap is recommended for slow. But It was fast while playingREAD MORE,3,0,quality product poor green cap recommended slow fast playingread
superREAD MORE,5,1,superread
nice oneREAD MORE,4,1,nice oneread
slow shuttle with good flight and superb accuracy.READ MORE,5,1,slow shuttle good flight superb accuracyread
goodREAD MORE,5,1,goodread
very goodREAD MORE,4,1,goodread
GoodREAD MORE,5,1,goodread
Many a time when I buy shuttlecocks from elsewhere it starts wobbling after a match or so. But these shuttles were great. A single shuttle  easily last around 10 matches. Reliable I would say! And on time delivery by Flipkart.READ MORE,4,1,many time buy shuttlecock elsewhere start wobbling match shuttle great single shuttle easily last around match reliable would say time delivery flipkartread
Very nice quality and especially for indoor this colored ones helps for better Visibility.READ MORE,5,1,nice quality especially indoor colored one help better visibilityread
nice productREAD MORE,5,1,nice productread
A couple of shuttles had more speed than expected. Overall good product.READ MORE,3,0,couple shuttle speed expected overall good productread
NiceREAD MORE,5,1,niceread
AmazingREAD MORE,5,1,amazingread
its a very good productREAD MORE,4,1,good productread
